Address,Suffix,Street,Side,Site,X-Coord,Y-Coord,Species,DBH,Condition,Longitude,Latitude
33,,CLAREMON ST,Front,1,756736.050000000046566,2971306.640000000130385,linden: littleleaf,17,Fair,-71.127656,42.400815
37,,CLAREMON ST,Front,1,756700.380000000004657,2971266.049999999813735,ash: European,6,Fair,-71.127789,42.400704
13,,CLARENDON AVE,Front,1,756585.750000000000000,2972111.950000000186265,maple: Norway,12,Good,-71.128200,42.403026
15,,CLARENDON AVE,Front,1,756562.800000000046566,2972087.310000000055879,ash: green,17,Good,-71.128285,42.402959
35,,CLARENDON AVE,Front,1,756409.829999999958090,2971919.029999999795109,pear: callery,4,Good,-71.128854,42.402499
35,,CLARENDON AVE,Front,2,756398.349999999976717,2971906.279999999795109,pear: callery,4,Good,-71.128897,42.402464
39,,CLARENDON AVE,Front,1,756366.479999999981374,2971870.160000000149012,pear: callery,9,Fair,-71.129016,42.402365
43,,CLARENDON AVE,Front,1,756345.229999999981374,2971848.069999999832362,cherry: Japanese flowering,17,Fair,-71.129095,42.402305
45,,CLARENDON AVE,Front,1,756320.160000000032596,2971818.750000000000000,ash: green,11,Fair,-71.129188,42.402225
46,,CLARENDON AVE,Front,1,756351.180000000051223,2971806.850000000093132,ash: green,14,Fair,-71.129073,42.402192
50,,CLARENDON AVE,Front,1,756322.290000000037253,2971778.379999999888241,cherry: Japanese flowering,17,Poor,-71.129181,42.402114
52,,CLARENDON AVE,Front,1,756285.319999999948777,2971739.279999999795109,linden: littleleaf,17,Poor,-71.129318,42.402007
53,,CLARENDON AVE,Front,1,756265.770000000018626,2971760.100000000093132,cherry: Japanese flowering,17,Fair,-71.129390,42.402065
54,,CLARENDON AVE,Front,1,756260.250000000000000,2971708.259999999776483,linden: littleleaf,10,Fair,-71.129411,42.401923
58,,CLARENDON AVE,Front,1,756237.300000000046566,2971684.040000000037253,cherry: Japanese flowering,16,Fair,-71.129497,42.401856
61,,CLARENDON AVE,Front,1,756185.880000000004657,2971670.020000000018626,unknown,2,Dead,-71.129687,42.401818
62,,CLARENDON AVE,Front,1,756204.160000000032596,2971646.649999999906868,cherry: Japanese flowering,22,Fair,-71.129620,42.401754
65,,CLARENDON AVE,Front,1,756148.910000000032596,2971630.500000000000000,pear: callery,12,Fair,-71.129825,42.401710
86,,CLARENDON AVE,Front,1,756001.040000000037253,2971425.680000000167638,cherry: Japanese flowering,20,Poor,-71.130376,42.401150
15,,CLARK ST,Front,1,765084.260000000009313,2962989.520000000018626,maple: Norway,17,Fair,-71.096894,42.377888
34,,CLARK ST,Front,1,764876.640000000013970,2963107.870000000111759,linden: littleleaf,19,Fair,-71.097661,42.378216
13,,CLEVELAND ST,Front,1,762456.140000000013970,2965573.799999999813735,pear: callery,7,Fair,-71.106577,42.385013
13,,CLEVELAND ST,Front,2,762439.569999999948777,2965581.109999999869615,pear: callery,7,Fair,-71.106638,42.385034
23,X,CLEVELAND ST,Front,1,762319.650000000023283,2965625.959999999962747,pear: callery,7,Fair,-71.107081,42.385158
1,,CLIFTON ST,Front,1,759556.209999999962747,2969894.379999999888241,pear: callery,14,Poor,-71.117239,42.396905
6,,CLIFTON ST,Front,1,759544.339999999967404,2969811.310000000055879,cherry: Japanese flowering,9,Poor,-71.117284,42.396677
9,,CLIFTON ST,Front,1,759516.650000000023283,2969821.589999999850988,pear: callery,7,Fair,-71.117386,42.396706
9,,CLIFTON ST,Front,2,759504.790000000037253,2969797.069999999832362,pear: callery,9,Fair,-71.117431,42.396639
9,,CLIFTON ST,Front,3,759489.750000000000000,2969766.209999999962747,pear: callery,7,Fair,-71.117487,42.396554
9,,CLIFTON ST,Side,1,759537.010000000009313,2969935.790000000037253,pear: callery,9,Fair,-71.117309,42.397019
9,,CLIFTON ST,Side,2,759552.689999999944121,2969929.069999999832362,pear: callery,9,Fair,-71.117251,42.397001
10,,CLIFTON ST,Front,1,759522.979999999981374,2969776.500000000000000,cherry: Japanese flowering,11,Poor,-71.117364,42.396582
14,,CLYDE ST,Front,1,761625.880000000004657,2969205.589999999850988,cherry: Japanese flowering,3,Good,-71.109588,42.394989
17,,CLYDE ST,Front,1,761685.369999999995343,2969143.859999999869615,pear: callery,3,Fair,-71.109369,42.394819
28,,CLYDE ST,Front,1,761798.410000000032596,2969102.220000000204891,pear: callery,3,Good,-71.108951,42.394704
54,,CLYDE ST,Side,1,761888.400000000023283,2968720.709999999962747,maple: red,2,Fair,-71.108625,42.393656
11,X,COLLEGE AVE,Front,1,758263.209999999962747,2969834.830000000074506,honeylocust: thornless,9,Fair,-71.122026,42.396758
11,X,COLLEGE AVE,Front,2,758271.250000000000000,2969858.950000000186265,honeylocust: thornless,10,Fair,-71.121996,42.396824
11,X,COLLEGE AVE,Front,3,758275.719999999972060,2969875.919999999925494,honeylocust: thornless,12,Good,-71.121979,42.396870
19,,COLLEGE AVE,Front,1,758298.050000000046566,2969928.620000000111759,honeylocust: thornless,7,Fair,-71.121896,42.397015
19,,COLLEGE AVE,Front,2,758303.410000000032596,2969942.910000000149012,honeylocust: thornless,10,Fair,-71.121876,42.397054
27,,COLLEGE AVE,Side,1,758451.420000000041910,2970030.680000000167638,maple: Norway,11,Fair,-71.121326,42.397293
31,,COLLEGE AVE,Front,1,758416.869999999995343,2970196.529999999795109,maple: red,6,Poor,-71.121452,42.397748
31,,COLLEGE AVE,Side,1,758437.599999999976717,2970073.470000000204891,maple: Norway,12,Poor,-71.121377,42.397410
31,,COLLEGE AVE,Side,1,758481.069999999948777,2970223.950000000186265,maple: Norway,11,Poor,-71.121214,42.397823
31,,COLLEGE AVE,Side,2,758503.810000000055879,2970213.250000000000000,maple: Norway,9,Poor,-71.121130,42.397793
31,,COLLEGE AVE,Side,2,758406.170000000041910,2970088.180000000167638,maple: Norway,14,Poor,-71.121493,42.397451
32,,COLLEGE AVE,Side,1,758298.180000000051223,2970148.089999999850988,maple: Norway,17,Fair,-71.121892,42.397617
34,,COLLEGE AVE,Front,1,758355.369999999995343,2970164.770000000018626,honeylocust: thornless,11,Fair,-71.121680,42.397662
36,X,COLLEGE AVE,Front,1,758378.119999999995343,2970217.169999999925494,honeylocust: thornless,11,Fair,-71.121595,42.397805
45,,COLLEGE AVE,Front,1,758460.479999999981374,2970295.759999999776483,elm: hybrid,12,Good,-71.121289,42.398020
45,,COLLEGE AVE,Side,1,758500.780000000027940,2970247.490000000223517,maple: Norway,13,Fair,-71.121140,42.397887
51,,COLLEGE AVE,Front,1,758507.150000000023283,2970385.209999999962747,honeylocust: thornless,15,Fair,-71.121114,42.398265
57,,COLLEGE AVE,Front,1,758551.670000000041910,2970438.410000000149012,maple: Norway,15,Fair,-71.120949,42.398410
64,X,COLLEGE AVE,Front,1,758538.089999999967404,2970488.839999999850988,maple: Norway,17,Poor,-71.120998,42.398549
64,X,COLLEGE AVE,Side,1,758563.979999999981374,2970590.120000000111759,maple: Norway,13,Fair,-71.120901,42.398827
64,X,COLLEGE AVE,Side,2,758598.650000000023283,2970566.430000000167638,ash: green,13,Fair,-71.120773,42.398761
71,,COLLEGE AVE,Front,1,758678.750000000000000,2970534.350000000093132,ash: green,15,Fair,-71.120477,42.398672
71,,COLLEGE AVE,Front,2,758709.780000000027940,2970552.959999999962747,elm: hybrid,13,Fair,-71.120361,42.398723
72,,COLLEGE AVE,Front,1,758683.579999999958090,2970588.129999999888241,maple: Norway,16,Fair,-71.120458,42.398820
72,,COLLEGE AVE,Side,1,758617.280000000027940,2970590.669999999925494,cherry: Japanese flowering,11,Fair,-71.120703,42.398827
79,,COLLEGE AVE,Front,1,758751.150000000023283,2970577.790000000037253,No Planting Site,0,N/A,-71.120208,42.398790
80,,COLLEGE AVE,Side,1,758794.579999999958090,2970723.290000000037253,elm: hybrid,13,Fair,-71.120045,42.399189
80,X,COLLEGE AVE,Front,1,758809.760000000009313,2970658.459999999962747,maple: Norway,17,Poor,-71.119990,42.399011
85,,COLLEGE AVE,Front,1,758866.989999999990687,2970644.669999999925494,honeylocust: thornless,7,Fair,-71.119778,42.398973
88,,COLLEGE AVE,Front,1,758906.979999999981374,2970716.379999999888241,cherry: Japanese flowering,7,Poor,-71.119629,42.399169
89,,COLLEGE AVE,Front,1,758951.109999999986030,2970692.939999999944121,honeylocust: thornless,6,Good,-71.119466,42.399104
89,,COLLEGE AVE,Front,2,758972.489999999990687,2970704.660000000149012,honeylocust: thornless,9,Good,-71.119386,42.399136
94,,COLLEGE AVE,Front,1,758998.000000000000000,2970771.540000000037253,maple: Norway,19,Fair,-71.119291,42.399319
95,,COLLEGE AVE,Front,1,759031.099999999976717,2970743.959999999962747,elm: hybrid,10,Good,-71.119169,42.399243
96,,COLLEGE AVE,Front,1,759029.030000000027940,2970788.089999999850988,maple: Norway,17,Poor,-71.119176,42.399364
96,,COLLEGE AVE,Side,1,758974.609999999986030,2970890.270000000018626,linden: littleleaf,14,Fair,-71.119375,42.399645
96,,COLLEGE AVE,Side,2,759035.089999999967404,2970845.609999999869615,linden: littleleaf,15,Poor,-71.119152,42.399522
97,,COLLEGE AVE,Front,1,759061.439999999944121,2970761.200000000186265,elm: hybrid,12,Fair,-71.119056,42.399290
97,,COLLEGE AVE,Side,1,759135.050000000046566,2970775.089999999850988,maple: red,8,Good,-71.118783,42.399327
97,,COLLEGE AVE,Side,2,759160.579999999958090,2970759.479999999981374,maple: red,7,Fair,-71.118689,42.399284
100,X,COLLEGE AVE,Front,1,759538.479999999981374,2972442.430000000167638,maple: Norway,22,Fair,-71.117262,42.403897
100,X,COLLEGE AVE,Front,2,759575.040000000037253,2972129.629999999888241,maple: Norway,23,Fair,-71.117132,42.403039
100,X,COLLEGE AVE,Front,3,759583.969999999972060,2972041.069999999832362,maple: Norway,25,Fair,-71.117100,42.402795
100,X,COLLEGE AVE,Front,4,759588.849999999976717,2971997.200000000186265,maple: Norway,17,Fair,-71.117083,42.402675
100,X,COLLEGE AVE,Front,5,759600.219999999972060,2971905.390000000130385,maple: Norway,24,Poor,-71.117042,42.402423
100,X,COLLEGE AVE,Front,6,759605.099999999976717,2971872.890000000130385,maple: Norway,18,Fair,-71.117025,42.402334
100,X,COLLEGE AVE,Front,7,759614.040000000037253,2971792.450000000186265,maple: Norway,21,Poor,-71.116993,42.402113
100,X,COLLEGE AVE,Front,8,759622.160000000032596,2971711.209999999962747,maple: Norway,21,Poor,-71.116964,42.401890
102,,COLLEGE AVE,Side,1,759061.199999999953434,2970866.220000000204891,maple: Norway,11,Good,-71.119055,42.399578
103,,COLLEGE AVE,Front,1,759162.099999999976717,2970832.910000000149012,maple: Norway,13,Fair,-71.118682,42.399485
106,,COLLEGE AVE,Front,1,759173.829999999958090,2970897.720000000204891,cherry: Japanese flowering,2,Good,-71.118638,42.399663
109,,COLLEGE AVE,Front,1,759242.089999999967404,2970899.790000000037253,maple: Norway,20,Poor,-71.118385,42.399668
116,,COLLEGE AVE,Front,1,759314.489999999990687,2971030.109999999869615,honeylocust: thornless,13,Good,-71.118115,42.400025
118,,COLLEGE AVE,Front,1,759357.239999999990687,2971072.169999999925494,honeylocust: thornless,19,Fair,-71.117956,42.400140
119,,COLLEGE AVE,Front,1,759383.439999999944121,2971036.319999999832362,maple: silver,32,Poor,-71.117859,42.400041
126,,COLLEGE AVE,Front,1,759420.670000000041910,2971135.609999999869615,maple: Norway,12,Poor,-71.117720,42.400313
153,,COLLEGE AVE,Front,1,759661.969999999972060,2971739.640000000130385,pear: callery,13,Fair,-71.116816,42.401967
155,,COLLEGE AVE,Front,1,759654.660000000032596,2971802.200000000186265,pear: callery,10,Fair,-71.116843,42.402139
157,,COLLEGE AVE,Front,1,759651.410000000032596,2971833.080000000074506,pear: callery,11,Fair,-71.116854,42.402224
159,,COLLEGE AVE,Front,1,759648.969999999972060,2971863.950000000186265,pear: callery,11,Poor,-71.116863,42.402309
159,,COLLEGE AVE,Front,2,759645.719999999972060,2971887.509999999776483,pear: callery,13,Fair,-71.116874,42.402373
161,,COLLEGE AVE,Front,1,759641.660000000032596,2971939.509999999776483,pear: callery,9,Fair,-71.116888,42.402516
163,,COLLEGE AVE,Front,1,759636.790000000037253,2971966.319999999832362,pear: callery,11,Fair,-71.116906,42.402590
165,,COLLEGE AVE,Front,1,759631.910000000032596,2972009.379999999888241,pear: callery,13,Fair,-71.116923,42.402708
175,,COLLEGE AVE,Front,1,759608.349999999976717,2972194.620000000111759,maple: silver,39,Fair,-71.117007,42.403216
183,X,COLLEGE AVE,Front,1,759597.790000000037253,2972298.620000000111759,pear: callery,9,Poor,-71.117045,42.403502
185,,COLLEGE AVE,Front,1,759596.160000000032596,2972327.870000000111759,pear: callery,10,Fair,-71.117050,42.403582
187,,COLLEGE AVE,Front,1,759591.290000000037253,2972370.930000000167638,pear: callery,9,Fair,-71.117068,42.403701
200,X,COLLEGE AVE,Front,1,759523.040000000037253,2972578.919999999925494,maple: Norway,28,Fair,-71.117317,42.404272
201,,COLLEGE AVE,Front,1,759570.160000000032596,2972543.990000000223517,pear: callery,11,Fair,-71.117143,42.404176
205,,COLLEGE AVE,Front,1,759562.040000000037253,2972612.229999999981374,pear: callery,12,Poor,-71.117172,42.404363
213,,COLLEGE AVE,Front,1,759553.099999999976717,2972691.859999999869615,pear: callery,11,Fair,-71.117204,42.404582
7,,COLLEGE HILL RD,Front,1,756467.880000000004657,2974088.049999999813735,honeylocust: thornless,13,Good,-71.128604,42.408450
9,,COLLEGE HILL RD,Front,1,756494.790000000037253,2974142.830000000074506,maple: Norway,3,Poor,-71.128504,42.408600
15,,COLLEGE HILL RD,Front,1,756510.160000000032596,2974174.540000000037253,maple: Norway,17,Fair,-71.128446,42.408687
21,X,COLLEGE HILL RD,Front,1,756546.680000000051223,2974258.149999999906868,maple: Norway,24,Good,-71.128310,42.408916
26,,COLLEGE HILL RD,Front,1,756481.329999999958090,2974289.859999999869615,honeylocust: thornless,14,Fair,-71.128551,42.409004
32,X,COLLEGE HILL RD,Front,1,756449.619999999995343,2974308.120000000111759,ash: green,9,Fair,-71.128668,42.409054
40,,COLLEGE HILL RD,Front,1,756366.969999999972060,2974347.520000000018626,ash: green,13,Fair,-71.128974,42.409163
5,X,COLUMBUS AVE,Front,1,766171.439999999944121,2963735.149999999906868,linden: littleleaf,11,Good,-71.092857,42.379920
7,,COLUMBUS AVE,Front,1,766182.250000000000000,2963778.419999999925494,vacant site: small,0,Plant,-71.092817,42.380039
11,,COLUMBUS AVE,Front,1,766192.040000000037253,2963817.060000000055879,linden: littleleaf,12,Fair,-71.092780,42.380145
11,,COLUMBUS AVE,Front,2,766197.709999999962747,2963837.669999999925494,linden: littleleaf,10,Good,-71.092758,42.380201
12,,COLUMBUS AVE,Side,1,766163.189999999944121,2963833.029999999795109,pear: callery,6,Fair,-71.092886,42.380189
12,,COLUMBUS AVE,Side,2,766159.589999999967404,2963817.580000000074506,pear: callery,6,Fair,-71.092900,42.380147
14,,COLUMBUS AVE,Front,1,766131.770000000018626,2963859.310000000055879,pear: callery,3,Fair,-71.093002,42.380261
15,,COLUMBUS AVE,Front,1,766202.349999999976717,2963858.279999999795109,linden: littleleaf,11,Good,-71.092741,42.380258
16,,COLUMBUS AVE,Front,1,766114.770000000018626,2963864.459999999962747,ash: green,8,Fair,-71.093065,42.380276
18,,COLUMBUS AVE,Front,1,766095.189999999944121,2963870.640000000130385,linden: littleleaf,12,Fair,-71.093137,42.380293
19,,COLUMBUS AVE,Front,1,766159.069999999948777,2963885.580000000074506,ash: green,16,Fair,-71.092901,42.380333
25,X,COLUMBUS AVE,Front,1,766066.859999999986030,2963947.399999999906868,linden: littleleaf,7,Good,-71.093241,42.380504
25,X,COLUMBUS AVE,Front,2,766047.280000000027940,2963965.950000000186265,linden: littleleaf,8,Good,-71.093313,42.380555
27,,COLUMBUS AVE,Front,1,766018.949999999953434,2963999.430000000167638,linden: littleleaf,11,Good,-71.093417,42.380647
33,,COLUMBUS AVE,Front,1,765957.130000000004657,2964067.430000000167638,linden: littleleaf,11,Fair,-71.093645,42.380835
34,,COLUMBUS AVE,Front,1,765908.119999999995343,2964077.240000000223517,linden: littleleaf,13,Poor,-71.093826,42.380862
35,,COLUMBUS AVE,Front,1,765919.000000000000000,2964109.160000000149012,linden: littleleaf,11,Poor,-71.093785,42.380950
37,,COLUMBUS AVE,Front,1,765885.000000000000000,2964145.740000000223517,ash: green,16,Fair,-71.093910,42.381051
38,,COLUMBUS AVE,Front,1,765855.020000000018626,2964133.439999999944121,ash: green,22,Poor,-71.094022,42.381017
40,,COLUMBUS AVE,Front,1,765833.339999999967404,2964161.750000000000000,cherry: Japanese flowering,2,Fair,-71.094101,42.381095
42,,COLUMBUS AVE,Front,1,765804.579999999958090,2964190.520000000018626,lilac: Japanese tree,3,Fair,-71.094207,42.381175
44,,COLUMBUS AVE,Front,1,765776.260000000009313,2964219.720000000204891,cherry: Japanese flowering,2,Good,-71.094312,42.381255
45,,COLUMBUS AVE,Front,1,765812.880000000004657,2964224.560000000055879,lilac: Japanese tree,3,Fair,-71.094176,42.381268
47,,COLUMBUS AVE,Front,1,765796.390000000013970,2964241.560000000055879,linden: littleleaf,11,Fair,-71.094237,42.381315
50,,COLUMBUS AVE,Front,1,765719.109999999986030,2964276.080000000074506,stump,0,N/A,-71.094522,42.381410
53,,COLUMBUS AVE,Front,1,765748.469999999972060,2964290.120000000111759,cherry: Japanese flowering,4,Fair,-71.094413,42.381449
53,,COLUMBUS AVE,Side,1,765859.660000000032596,2964292.040000000037253,maple: hedge,2,Poor,-71.094002,42.381452
55,,COLUMBUS AVE,Front,1,765710.180000000051223,2964329.259999999776483,pear: callery,5,Fair,-71.094554,42.381557
56,,COLUMBUS AVE,Front,1,765693.160000000032596,2964301.180000000167638,linden: littleleaf,9,Fair,-71.094618,42.381480
57,,COLUMBUS AVE,Front,1,765681.670000000041910,2964356.069999999832362,linden: littleleaf,9,Fair,-71.094659,42.381630
58,,COLUMBUS AVE,Front,1,765658.699999999953434,2964336.919999999925494,pear: callery,7,Fair,-71.094745,42.381578
59,,COLUMBUS AVE,Front,1,765648.489999999990687,2964390.529999999795109,elm: rock,28,Fair,-71.094781,42.381725
63,,COLUMBUS AVE,Front,1,765602.540000000037253,2964426.270000000018626,pear: callery,9,Fair,-71.094951,42.381824
63,,COLUMBUS AVE,Front,2,765582.959999999962747,2964439.890000000130385,lilac: Japanese tree,4,Good,-71.095023,42.381862
68,,COLUMBUS AVE,Front,1,765537.010000000009313,2964433.930000000167638,linden: littleleaf,9,Fair,-71.095193,42.381846
70,,COLUMBUS AVE,Front,1,765478.719999999972060,2964476.049999999813735,linden: littleleaf,10,Fair,-71.095408,42.381962
70,,COLUMBUS AVE,Front,2,765501.699999999953434,2964460.310000000055879,linden: littleleaf,13,Fair,-71.095324,42.381919
75,,COLUMBUS AVE,Front,1,765450.640000000013970,2964524.549999999813735,linden: littleleaf,14,Fair,-71.095511,42.382096
76,,COLUMBUS AVE,Front,1,765439.160000000032596,2964497.750000000000000,maple: sugar,6,Fair,-71.095554,42.382022
77,,COLUMBUS AVE,Front,1,765427.670000000041910,2964538.589999999850988,linden: littleleaf,13,Fair,-71.095596,42.382135
78,,COLUMBUS AVE,Front,1,765399.160000000032596,2964517.319999999832362,linden: littleleaf,9,Fair,-71.095702,42.382077
82,,COLUMBUS AVE,Front,1,765355.760000000009313,2964538.169999999925494,linden: littleleaf,12,Fair,-71.095862,42.382134
8,,CONCORD AVE,Front,1,765242.329999999958090,2962577.709999999962747,pear: callery,6,Fair,-71.096316,42.376756
9,,CONCORD AVE,Front,1,765250.020000000018626,2962609.049999999813735,ash: green,11,Good,-71.096287,42.376842
11,,CONCORD AVE,Front,1,765222.229999999981374,2962604.910000000149012,cherry: Japanese flowering,4,Fair,-71.096390,42.376831
12,,CONCORD AVE,Front,1,765181.420000000041910,2962569.430000000167638,pear: callery,7,Fair,-71.096542,42.376734
15,,CONCORD AVE,Front,1,765154.810000000055879,2962597.819999999832362,maple: hedge,6,Fair,-71.096640,42.376813
16,,CONCORD AVE,Front,1,765138.839999999967404,2962563.509999999776483,cherry: Japanese flowering,5,Poor,-71.096700,42.376719
17,,CONCORD AVE,Front,1,765132.930000000051223,2962594.270000000018626,serviceberry: downy,7,Fair,-71.096721,42.376803
20,,CONCORD AVE,Front,1,765105.719999999972060,2962559.970000000204891,pear: callery,5,Fair,-71.096822,42.376709
21,X,CONCORD AVE,Front,1,765085.020000000018626,2962589.540000000037253,serviceberry: downy,7,Fair,-71.096898,42.376791
21,X,CONCORD AVE,Front,2,765047.170000000041910,2962583.029999999795109,No Planting Site,0,N/A,-71.097039,42.376773
22,,CONCORD AVE,Front,1,765064.319999999948777,2962554.640000000130385,cherry: Japanese flowering,5,Good,-71.096976,42.376695
26,,CONCORD AVE,Front,1,765030.020000000018626,2962550.500000000000000,pear: callery,5,Fair,-71.097103,42.376684
30,,CONCORD AVE,Front,1,764984.479999999981374,2962544.589999999850988,cherry: Japanese flowering,2,Good,-71.097271,42.376669
34,,CONCORD AVE,Front,1,764907.010000000009313,2962533.939999999944121,pear: callery,6,Fair,-71.097558,42.376641
36,,CONCORD AVE,Front,1,764866.800000000046566,2962528.029999999795109,cherry: Japanese flowering,3,Fair,-71.097707,42.376625
45,,CONCORD AVE,Front,1,764730.760000000009313,2962607.950000000186265,cherry: Japanese flowering,5,Fair,-71.098209,42.376846
48,,CONCORD AVE,Front,1,764660.400000000023283,2962502.600000000093132,lilac: Japanese tree,4,Good,-71.098471,42.376558
49,,CONCORD AVE,Front,1,764672.130000000004657,2962592.970000000204891,cherry: Japanese flowering,7,Fair,-71.098426,42.376806
51,,CONCORD AVE,Front,1,764634.050000000046566,2962583.549999999813735,cherry: Japanese flowering,7,Fair,-71.098568,42.376780
56,,CONCORD AVE,Front,1,764529.699999999953434,2962487.220000000204891,pear: callery,3,Fair,-71.098955,42.376517
57,,CONCORD AVE,Front,1,764512.939999999944121,2962551.029999999795109,elm: American,33,Fair,-71.099016,42.376693
69,,CONCORD AVE,Side,1,764287.079999999958090,2962520.189999999944121,cherry: Japanese flowering,5,Fair,-71.099853,42.376611
73,,CONCORD AVE,Front,1,764230.079999999958090,2962476.299999999813735,maple: Norway,15,Poor,-71.100064,42.376491
73,,CONCORD AVE,Side,1,764252.699999999953434,2962527.200000000186265,cherry: Japanese flowering,9,Poor,-71.099980,42.376631
75,,CONCORD AVE,Front,1,764155.420000000041910,2962458.649999999906868,maple: red,11,Good,-71.100341,42.376444
79,,CONCORD AVE,Front,1,764103.390000000013970,2962438.750000000000000,ash: green,13,Fair,-71.100534,42.376390
83,,CONCORD AVE,Front,1,764059.050000000046566,2962412.049999999813735,maple: Norway,10,Poor,-71.100699,42.376317
87,,CONCORD AVE,Front,1,763982.140000000013970,2962367.259999999776483,vacant site: small,0,Plant,-71.100984,42.376195
87,,CONCORD AVE,Side,1,763965.849999999976717,2962397.799999999813735,cherry: Japanese flowering,8,Good,-71.101044,42.376279
88,,CONCORD AVE,Front,1,763957.709999999962747,2962309.350000000093132,pear: callery,5,Fair,-71.101075,42.376037
90,,CONCORD AVE,Side,1,763939.609999999986030,2962255.959999999962747,sycamore: American,6,Fair,-71.101143,42.375890
90,,CONCORD AVE,Side,2,763954.089999999967404,2962239.220000000204891,sycamore: American,6,Fair,-71.101090,42.375844
93,,CONCORD AVE,Front,1,763848.670000000041910,2962241.479999999981374,maple: Norway,13,Fair,-71.101480,42.375852
96,,CONCORD AVE,Side,1,763819.719999999972060,2962136.520000000018626,maple: hedge,9,Fair,-71.101589,42.375564
98,,CONCORD AVE,Side,1,763782.160000000032596,2962130.189999999944121,maple: Norway,9,Good,-71.101728,42.375547
98,,CONCORD AVE,Side,2,763809.310000000055879,2962100.779999999795109,maple: red,2,Good,-71.101628,42.375466
99,,CONCORD AVE,Side,1,763763.000000000000000,2962247.770000000018626,lilac: Japanese tree,3,Good,-71.101797,42.375870
99,,CONCORD AVE,Side,2,763786.709999999962747,2962222.640000000130385,lilac: Japanese tree,3,Good,-71.101710,42.375801
102,,CONCORD AVE,Front,1,763748.229999999981374,2962116.609999999869615,sycamore: American,11,Fair,-71.101854,42.375510
112,,CONCORD AVE,Front,1,763671.770000000018626,2962040.149999999906868,pear: callery,2,Good,-71.102138,42.375302
112,,CONCORD AVE,Front,2,763688.060000000055879,2962055.529999999795109,maple: Norway,9,Good,-71.102078,42.375344
114,,CONCORD AVE,Front,1,763655.930000000051223,2962026.580000000074506,maple: Norway,7,Poor,-71.102197,42.375264
116,,CONCORD AVE,Front,1,763640.099999999976717,2962012.549999999813735,maple: Norway,7,Fair,-71.102256,42.375226
118,,CONCORD AVE,Front,1,763614.760000000009313,2961990.379999999888241,maple: red,4,Fair,-71.102350,42.375166
118,,CONCORD AVE,Front,2,763626.979999999981374,2962001.689999999944121,maple: Norway,7,Fair,-71.102305,42.375197
9,,CONNECTICUT AVE,Front,1,768626.420000000041910,2967419.779999999795109,maple: Norway,17,Poor,-71.083705,42.389998
10,,CONNECTICUT AVE,Front,1,768591.439999999944121,2967421.589999999850988,honeylocust: thornless,13,Good,-71.083834,42.390004
15,,CONWELL AVE,Front,1,757297.219999999972060,2973605.629999999888241,cherry: Japanese flowering,6,Poor,-71.125541,42.407116
26,,CONWELL AVE,Front,1,757167.489999999990687,2973637.339999999850988,honeylocust: thornless,19,Good,-71.126021,42.407205
31,,CONWELL AVE,Front,1,757111.750000000000000,2973695.000000000000000,pear: callery,11,Poor,-71.126227,42.407364
37,,CONWELL AVE,Front,1,757019.489999999990687,2973740.169999999925494,honeylocust: thornless,18,Fair,-71.126568,42.407489
37,,CONWELL AVE,Front,2,756980.089999999967404,2973761.310000000055879,honeylocust: thornless,13,Poor,-71.126713,42.407547
38,,CONWELL AVE,Front,1,757016.609999999986030,2973711.339999999850988,pear: callery,9,Fair,-71.126579,42.407410
42,,CONWELL AVE,Front,1,756974.329999999958090,2973732.479999999981374,pear: callery,9,Poor,-71.126735,42.407468
46,,CONWELL AVE,Front,1,756933.959999999962747,2973751.700000000186265,cherry: Japanese flowering,9,Fair,-71.126884,42.407522
50,,CONWELL AVE,Front,1,756877.260000000009313,2973777.640000000130385,cherry: Japanese flowering,9,Fair,-71.127094,42.407594
54,,CONWELL AVE,Front,1,756856.119999999995343,2973788.220000000204891,pear: callery,10,Poor,-71.127172,42.407623
56,,CONWELL AVE,Front,1,756822.489999999990687,2973806.470000000204891,pear: callery,9,Poor,-71.127296,42.407673
57,,CONWELL AVE,Front,1,756819.599999999976717,2973840.109999999869615,cherry: Japanese flowering,9,Fair,-71.127306,42.407766
57,,CONWELL AVE,Side,1,756859.420000000041910,2973866.470000000204891,pear: callery,9,Fair,-71.127158,42.407837
58,,CONWELL AVE,Front,1,756765.790000000037253,2973832.419999999925494,No Planting Site,0,N/A,-71.127505,42.407745
59,X,CONWELL AVE,Front,1,756782.130000000004657,2973856.450000000186265,pear: callery,11,Poor,-71.127445,42.407811
65,,CONWELL AVE,Front,1,756711.010000000009313,2973891.040000000037253,honeylocust: thornless,22,Fair,-71.127707,42.407907
69,,CONWELL AVE,Side,1,756679.540000000037253,2973984.310000000055879,maple: Norway,31,Fair,-71.127822,42.408163
70,,CONWELL AVE,Front,1,756659.119999999995343,2973886.240000000223517,Japanese pagodatree,15,Poor,-71.127900,42.407894
75,,CONWELL AVE,Front,1,756593.770000000018626,2973948.700000000186265,honeylocust: thornless,12,Fair,-71.128140,42.408066
75,,CONWELL AVE,Side,1,756645.640000000013970,2973978.569999999832362,pear: callery,11,Fair,-71.127948,42.408148
75,,CONWELL AVE,Side,2,756637.300000000046566,2973956.149999999906868,pear: callery,11,Fair,-71.127979,42.408086
79,,CONWELL AVE,Front,1,756565.900000000023283,2973961.200000000186265,honeylocust: thornless,15,Fair,-71.128243,42.408101
